Active,City,Country,Id,LpHandoverTimeEDAir,LpHandoverTimeEDSurface,LpHandoverTimeHDAir,LpHandoverTimeHDSurface,LpHandoverTimeNDDAir,LpHandoverTimeNDDSurface,LpHandoverTimeSDDAir,LpHandoverTimeSDDSurface,LpHandoverTimeSlotAir,LpHandoverTimeSlotSurface,Name,OrderAcceptanceTATEDAir,OrderAcceptanceTATEDSurface,OrderAcceptanceTATHDAir,OrderAcceptanceTATHDSurface,OrderAcceptanceTATNDDAir,OrderAcceptanceTATNDDSurface,OrderAcceptanceTATSDDAir,OrderAcceptanceTATSDDSurface,OrderAcceptanceTATSlotAir,OrderAcceptanceTATSlotSurface,OrderCutoffTimeEDAir,OrderCutoffTimeEDSurface,OrderCutoffTimeHDAir,OrderCutoffTimeHDSurface,OrderCutoffTimeNDDAir,OrderCutoffTimeNDDSurface,OrderCutoffTimeSDDAir,OrderCutoffTimeSDDSurface,OrderCutoffTimeSlotAir,OrderCutoffTimeSlotSurface,OrderProcessingTATEDAir,OrderProcessingTATEDSurface,OrderProcessingTATHDAir,OrderProcessingTATHDSurface,OrderProcessingTATNDDAir,OrderProcessingTATNDDSurface,OrderProcessingTATSDDAir,OrderProcessingTATSDDSurface,OrderProcessingTATSlotAir,OrderProcessingTATSlotSurface,Pin,ReturnCity,ReturnCountry,ReturnPin,ReturnSlaveID,ReturnState,State,WorkingDays
false,Chennai,IN,100097-LP13356,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Louis Philippe Ecr Road,120,120,180,360,60,60,360,120,60,60,14:00,14:00,00:00,00:00,12:00,12:00,17:00,17:00,12:00,12:00,120,120,300,360,120,120,360,120,120,120,600041,Bangalore,IN,560067,100097-ABOF,10,22,1111110
true,Hyderabad,IN,100097-LP13743,17:00,17:00,17:15,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Louis Philippe LP A.S Rao Nagar,180,180,180,180,60,60,360,120,60,60,15:00,15:00,15:00,15:00,12:00,12:00,17:00,17:00,12:00,12:00,300,300,300,300,120,120,360,120,120,120,500062,Bangalore,IN,560067,100097-ABOF,10,36,1111110
true,Chennai,IN,100097-LP13791,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Louis Philippe Express Aveune Mall,120,120,360,360,60,60,360,120,60,60,14:00,14:00,14:00,14:00,12:00,12:00,17:00,17:00,12:00,12:00,120,120,1440,360,120,120,360,120,120,120,600014,Bangalore,IN,560067,100097-ABOF,10,22,1111110
true,Kolkata,IN,100097-PE63672,17:00,17:00,17:15,12:00,15:00,15:00,17:00,17:00,15:00,15:00,Peter England PE Bansdroni,180,180,180,180,60,60,360,120,60,60,15:00,15:00,15:00,15:00,12:00,12:00,17:00,17:00,12:00,12:00,300,300,300,300,120,120,360,120,120,120,700047,Bangalore,IN,560067,100097-ABOF,10,25,1111110
true,Pune,IN,100114-1374,17:00,17:00,15:15,17:00,15:00,15:00,17:00,17:00,15:00,15:00,ON  Phoenix Market City  Pune,60,60,300,180,60,60,60,60,60,60,14:00,14:00,15:00,15:00,12:00,12:00,11:00,11:00,12:00,12:00,60,60,780,180,120,120,60,60,120,120,411014,Pune,IN,411014,100114-1374,13,13,1111100
true,Navi Mumbai,IN,100114-1404,17:00,17:00,15:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,ONLY Grand Central Seawoods Navi Mumbai,60,60,300,180,60,60,60,60,60,60,14:00,14:00,15:00,15:00,12:00,12:00,11:00,11:00,12:00,12:00,60,60,780,180,120,120,60,60,120,120,400706,Navi Mumbai,IN,400706,100114-1404,13,13,1111100
true,Bhopal,IN,100115-1543,17:00,17:00,17:15,17:00,15:00,15:00,17:00,17:00,15:00,15:00,JJ   DB City Mall   Bhopal,60,60,180,180,60,60,60,60,60,60,14:00,14:00,15:00,15:00,12:00,12:00,11:00,11:00,12:00,12:00,60,60,180,180,120,120,60,60,120,120,462011,Bhopal,IN,462011,100115-1543,12,12,1111100
true,BHIWANDI,IN,100149-BMW,17:00,17:00,14:15,13:00,15:00,15:00,17:00,17:00,15:00,15:00,INC.5 SHOES PRIVATE LIMITED -BHIWANDI WH,300,300,60,300,60,60,900,900,60,60,15:00,15:00,10:00,16:00,12:00,12:00,00:00,00:00,12:00,12:00,300,300,120,300,120,120,900,900,120,120,421311,BHIWANDI,IN,421311,100149-BMW,13,13,1111110
false,Gurgaon,IN,100220-CBHOCBMY,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Mufti Metropoliton Mall Gurgaon,60,60,180,180,60,60,60,60,60,60,14:00,14:00,14:00,14:00,12:00,12:00,11:00,11:00,12:00,12:00,60,60,180,180,120,120,60,60,120,120,122002,Gurgaon,IN,122002,100220-CBHOCBMY,7,7,1111110
false,Surat,IN,100269-HIS1,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Meahul,180,180,180,180,60,60,60,60,60,60,09:00,09:00,12:00,12:00,12:00,12:00,11:00,11:00,12:00,12:00,180,180,180,180,120,120,60,60,120,120,395010,Surat,IN,395010,100269-HIS1,20,20,1111110
false,New Delhi,IN,100353-157,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Hidesign Domestic  Departure Terminal 1D IGIA,120,120,360,360,60,60,60,60,60,60,14:00,14:00,14:00,14:00,12:00,12:00,11:00,11:00,12:00,12:00,120,120,360,360,120,120,60,60,120,120,110037,New Delhi,IN,110037,100353-157,30,30,1111110
false,Bangalore,IN,100353-H61,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,HIDESIGN  PHOENIX MARKET CITY MALL  BANGALORE,60,60,180,180,60,60,60,60,60,60,14:00,14:00,14:00,14:00,12:00,12:00,11:00,11:00,12:00,12:00,60,60,180,180,120,120,60,60,120,120,560048,Bangalore,IN,560048,100353-H61,10,10,1111110
false,Mumbai,IN,100358-NA,15:00,16:00,15:00,16:00,15:00,15:00,15:00,16:00,15:00,15:00,PRADEEP DESAI,660,660,780,660,60,60,660,660,60,60,10:00,10:00,10:00,10:00,12:00,12:00,00:00,00:00,12:00,12:00,780,720,7380,720,120,120,780,720,120,120,400053,Mumbai,IN,400053,100358-NA,13,13,1111111
true,Patiala,IN,100376-31,15:00,15:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Omaxe Mall Patiala,60,60,60,60,60,60,240,120,60,60,12:00,12:00,15:00,15:00,12:00,12:00,11:00,11:00,12:00,12:00,120,120,240,240,120,120,240,240,120,120,147001,Patiala,IN,147001,100376-31,19,19,1111111
false,Noida,IN,123756-RULMUM,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,RISA LUXURIES PVT LTD,180,180,180,180,60,60,60,60,60,60,09:00,09:00,12:00,12:00,12:00,12:00,11:00,11:00,12:00,12:00,180,180,180,180,120,120,60,60,120,120,201301,Noida,IN,201301,123756-RULMUM,24,24,1111110
true,Thane,IN,123817-OES1,15:00,21:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Orbit electrodomestic India Pvt Ltd,60,60,120,60,60,60,60,60,60,60,13:00,13:00,00:00,00:00,12:00,12:00,11:00,11:00,12:00,12:00,60,60,300,300,120,120,60,60,120,120,401208,Thane,IN,401208,123817-OES1,13,13,1111100
true,Thane,IN,123962-BHW1,17:00,17:00,15:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,VENTE RETAIL-Mumbai,180,180,300,180,60,60,60,60,60,60,09:00,09:00,15:00,15:00,12:00,12:00,11:00,11:00,12:00,12:00,180,180,780,180,120,120,60,60,120,120,421302,Thane,IN,421302,123962-BHW1,13,13,1111100
false,New Delhi,IN,124050-5629,17:00,17:00,13:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Dune London Select City Walk Mall Saket Delhi,1800,1800,240,240,60,60,60,60,60,60,00:00,00:00,00:00,00:00,12:00,12:00,11:00,11:00,12:00,12:00,300,300,480,360,120,120,60,60,120,120,110017,New Delhi,IN,110017,124050-5629,30,30,1111100
false,Noida,IN,124064-UP1,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,AASHIRWAD FASHIONS,180,180,180,180,60,60,60,60,60,60,09:00,09:00,12:00,12:00,12:00,12:00,11:00,11:00,12:00,12:00,180,180,180,180,120,120,60,60,120,120,201301,Noida,IN,201301,124064-UP1,24,24,1111110
false,Dehradun,IN,124137-233,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,RED TAPE RAJPUR ROAD DEHRADUN,60,60,180,180,60,60,60,60,60,60,14:00,14:00,14:00,14:00,12:00,12:00,11:00,11:00,12:00,12:00,60,60,180,180,120,120,60,60,120,120,248001,Dehradun,IN,248001,124137-233,35,35,1111110
true,Mumbai,IN,124162-PFS1,17:00,17:00,15:15,17:00,15:00,15:00,17:00,17:30,15:00,15:00,PEORA FASHIONS PVT. LTD,300,300,420,300,60,60,60,60,60,60,00:00,00:00,15:00,15:00,12:00,12:00,11:00,11:00,12:00,12:00,300,300,900,300,120,120,60,60,120,120,400093,Mumbai,IN,400093,124162-PFS1,13,13,1111100
false,Chennai,IN,124181-46,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Ruosh V R Mall Chennai,60,60,180,180,60,60,60,60,60,60,14:00,14:00,14:00,14:00,12:00,12:00,11:00,11:00,12:00,12:00,60,60,180,180,120,120,60,60,120,120,600040,Chennai,IN,600040,124181-46,22,22,1111110
true,Faridabad,IN,124219-TD14,14:00,21:00,14:00,14:00,15:00,15:00,15:00,15:30,15:00,15:00,Haryana - LA,0,60,0,60,60,60,60,60,60,60,13:00,13:00,13:00,13:00,12:00,12:00,12:00,12:00,12:00,12:00,0,60,0,60,120,120,60,120,120,120,121004,Faridabad,IN,121004,124219-TD14,7,7,1111001
true,Lucknow,IN,124219-TD60,15:00,15:00,17:00,17:00,15:00,15:00,15:00,15:00,15:00,15:00,Lucknow TV,0,60,0,60,60,60,60,60,60,60,13:00,13:00,13:00,13:00,12:00,12:00,12:00,12:00,12:00,12:00,0,60,0,60,120,120,120,120,120,120,226008,Lucknow,IN,226008,124219-TD60,24,24,1111001
true,Gurgaon,IN,124232-RK,17:00,17:00,17:30,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Ritika Pvt Ltd,240,240,120,240,60,60,60,60,60,60,16:00,16:00,17:30,17:30,12:00,12:00,00:00,00:00,12:00,12:00,240,240,360,240,120,120,60,60,120,120,122016,Gurgaon,IN,122016,124232-RK,7,7,1111110
true,Pune,IN,124270-SAPUNE,15:00,21:00,17:30,17:30,15:00,15:00,18:00,18:30,15:00,15:00,TTK Prestige Pune,60,60,60,60,60,60,120,120,60,60,13:00,13:00,12:00,12:00,12:00,12:00,12:00,12:00,12:00,12:00,60,60,240,240,120,120,120,120,120,120,412207,Pune,IN,412207,124270-SAPUNE,13,13,1111110
true,Chandigharh,IN,124284-CHD1,15:00,21:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Harbans Chandigarh Warehouse,60,60,60,60,60,60,11340,11340,60,60,13:00,13:00,12:00,12:00,12:00,12:00,11:00,11:00,12:00,12:00,60,60,180,360,120,120,60,60,120,120,160022,Chandigharh,IN,160022,124284-CHD1,27,27,1111110
false,Bangalore,IN,124285-BAN1,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Arihant-Bangalore,180,180,180,180,60,60,60,60,60,60,09:00,09:00,12:00,12:00,12:00,12:00,11:00,11:00,12:00,12:00,180,180,180,180,120,120,60,60,120,120,560078,Bangalore,IN,560078,124285-BAN1,10,10,1111110
false,Mumbai,IN,124299-1140,17:00,17:00,15:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Montblanc Grand Hyatt Mumbai,600,600,180,180,60,60,60,60,60,60,00:00,00:00,00:00,00:00,12:00,12:00,11:00,11:00,12:00,12:00,600,600,60,300,120,120,60,60,120,120,400055,Mumbai,IN,400055,124299-1140,13,13,1111110
true,Hyderabad,IN,124305-KAPSA,15:00,21:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,KAP SA,60,60,60,60,60,60,120,120,60,60,13:00,13:00,12:00,12:00,12:00,12:00,12:00,12:00,12:00,12:00,60,60,360,360,120,120,120,120,120,120,500048,Hyderabad,IN,500048,124305-KAPSA,36,36,1111110
true,New Delhi,IN,124307-DEL,15:00,15:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Spontaneous DEL,60,60,180,180,60,60,60,60,60,60,12:00,12:00,18:00,18:00,12:00,12:00,11:00,11:00,12:00,12:00,120,120,660,720,120,120,60,60,120,120,110007,New Delhi,IN,110007,124307-DEL,30,30,1111100
true,Thane,IN,124323-MUM,17:00,17:00,15:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,H B Enterprises,300,300,300,180,60,60,60,60,60,60,09:00,09:00,15:00,15:00,12:00,12:00,11:00,11:00,12:00,12:00,900,900,900,300,120,120,60,60,120,120,400602,Thane,IN,400602,124323-MUM,13,13,1111100
true,Chennai,IN,124368-TAM,15:00,21:00,17:15,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Olympia-Tamil Nadu,60,60,60,60,60,60,180,180,60,60,13:00,13:00,12:00,12:00,12:00,12:00,11:00,11:00,12:00,12:00,60,60,360,360,120,120,180,180,120,120,600042,Chennai,IN,600042,124368-TAM,22,22,1111110
true,New Delhi,IN,124459-DEL,15:00,21:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,PASURA MARKETING COMPANY,60,60,60,60,60,60,11400,11400,60,60,13:00,13:00,12:00,12:00,12:00,12:00,11:00,11:00,12:00,12:00,60,60,360,360,120,120,180,180,120,120,110027,New Delhi,IN,110027,124459-DEL,30,30,1111110
true,New Delhi,IN,124468-DCN,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Nicobar The Chanakya Mall Delhi,240,240,240,240,60,60,60,60,60,60,09:00,09:00,15:00,15:00,12:00,12:00,11:00,11:00,12:00,12:00,240,240,240,240,120,120,60,60,120,120,110021,New Delhi,IN,110021,124468-DCN,30,30,1111100
true,Mumbai,IN,124509-GJSM02,17:00,17:00,15:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Grasim Jana Seva Trust Maharashtra,240,240,360,240,60,60,60,60,60,60,16:00,16:00,16:00,16:00,12:00,12:00,11:00,11:00,12:00,12:00,240,240,840,240,120,120,60,60,120,120,400030,Bangalore,IN,560068,124509-GJSK01,10,13,1111100
true,Nashik,IN,124530-NGD,17:00,17:00,15:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Arcee Nashik -Warehouse,300,300,300,180,60,60,60,60,60,60,14:00,14:00,15:00,15:00,12:00,12:00,11:00,11:00,12:00,12:00,900,900,900,300,120,120,60,60,120,120,422005,Nashik,IN,422005,124530-NGD,13,13,1111100
true,New Delhi,IN,124658-DEL,15:00,21:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,ZIBBRI INDIA PVT LTD,60,60,60,60,60,60,11400,11400,60,60,13:00,13:00,12:00,12:00,12:00,12:00,11:00,11:00,12:00,12:00,60,60,300,300,120,120,60,60,120,120,110030,New Delhi,IN,110030,124658-DEL,30,30,1111100
true,NEW DELHI,IN,124660-RF,17:00,17:00,17:15,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Refoam Footwear WH,900,900,120,300,60,60,60,60,60,60,00:00,00:00,12:00,12:00,12:00,12:00,11:00,11:00,12:00,12:00,900,900,360,300,120,120,60,60,120,120,110041,NEW DELHI,IN,110041,124660-RF,30,30,1111110
true,Hyderabad,IN,124681-ER76,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Park Avenue Karkhana Secunderabad,60,60,180,180,60,60,60,60,60,60,14:00,14:00,15:00,15:00,12:00,12:00,11:00,11:00,12:00,12:00,60,60,180,180,120,120,60,60,120,120,500009,Hyderabad,IN,500009,124681-ER76,36,36,1111110
true,Hyderabad,IN,124681-ES59,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,RTW + MTM Sarath City Hyderabad,60,60,180,180,60,60,60,60,60,60,14:00,14:00,15:00,15:00,12:00,12:00,11:00,11:00,12:00,12:00,60,60,180,180,120,120,60,60,120,120,500084,Hyderabad,IN,500084,124681-ES59,36,36,1111111
true,Vadodara,IN,124681-SP57,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,SP-Vadodara,60,60,180,180,60,60,60,60,60,60,14:00,14:00,15:00,15:00,12:00,12:00,11:00,11:00,12:00,12:00,60,60,180,180,120,120,60,60,120,120,390001,Vadodara,IN,390001,124681-SP57,6,6,1111111
true,Shahjahanpur,IN,124681-SP62,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,SP-Shahajahanpur,60,60,180,180,60,60,60,60,60,60,14:00,14:00,15:00,15:00,12:00,12:00,11:00,11:00,12:00,12:00,60,60,180,180,120,120,60,60,120,120,242001,Shahjahanpur,IN,242001,124681-SP62,24,24,1111100
false,Mysore,IN,124693-1429,17:30,17:30,17:30,17:30,15:00,15:00,17:00,17:30,15:00,15:00,Global Desi Mysore,60,60,60,60,60,60,60,60,60,60,14:00,14:00,14:00,14:00,12:00,12:00,11:00,11:00,12:00,12:00,60,60,60,60,120,120,60,60,120,120,570010,Mysore,IN,570010,124693-1429,10,10,1111110
false,Meerut,IN,124706-SS010,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Sports Station Abu Lane Meerut,60,60,180,180,60,60,60,60,60,60,14:00,14:00,14:00,14:00,12:00,12:00,11:00,11:00,12:00,12:00,60,60,180,180,120,120,60,60,120,120,250001,Meerut,IN,250001,124706-SS010,24,24,1111110
false,Solapur,IN,124706-SS101,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Sports Station Railway Lines Sholapur,60,60,300,180,60,60,60,60,60,60,14:00,14:00,14:00,14:00,12:00,12:00,11:00,11:00,12:00,12:00,60,60,780,180,120,120,60,60,120,120,413001,Solapur,IN,413001,124706-SS101,13,13,1111110
false,Mumbai,IN,124706-SS112,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Sports Station Kurla Mumbai,60,60,300,180,60,60,60,60,60,60,14:00,14:00,14:00,14:00,12:00,12:00,11:00,11:00,12:00,12:00,60,60,780,180,120,120,60,60,120,120,400070,Mumbai,IN,400070,124706-SS112,13,13,1111110
false,Bhavnagar,IN,124803-3933,17:00,17:00,17:15,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Spykar Bhavnagar,180,180,180,180,60,60,60,60,60,60,15:00,15:00,15:00,15:00,12:00,12:00,11:00,11:00,12:00,12:00,300,300,300,300,120,120,60,60,120,120,364001,Bhavnagar,IN,364001,124803-3933,6,6,1111111
false,HAMIRPUR,IN,124808-NM,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Just Watches DLF Mall Noida,180,180,180,180,60,60,60,60,60,60,15:00,15:00,15:00,15:00,12:00,12:00,11:00,11:00,12:00,12:00,180,180,180,180,120,120,60,60,120,120,210301,HAMIRPUR,IN,210301,124808-NM,24,24,1111100
false,Surat,IN,124817-112992,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Unlimited Deepkamal Mall Surat,360,360,360,360,60,60,60,60,60,60,00:00,00:00,12:00,12:00,12:00,12:00,11:00,11:00,12:00,12:00,360,360,360,360,120,120,60,60,120,120,395006,Bangalore,IN,560083,124817-BAN,10,6,1111110
true,Howrah,IN,124848-KMPSS1,15:00,15:00,17:15,17:00,15:00,15:00,00:00,00:00,15:00,15:00,Kolkatta Warehouse,60,60,120,60,60,60,60,60,60,60,11:00,11:00,12:00,12:00,12:00,12:00,00:00,00:00,12:00,12:00,120,120,240,240,120,120,60,60,120,120,711302,Howrah,IN,711302,124848-KMPSS1,25,25,1111110
true,Hyderabad,IN,124894-HYD,17:30,17:30,17:30,17:30,15:00,15:00,17:00,17:00,15:00,15:00,GB-HYD 124894,300,300,180,180,60,60,60,60,60,60,09:00,09:00,15:00,15:00,12:00,12:00,11:00,11:00,12:00,12:00,900,900,300,300,120,120,60,60,120,120,500080,Hyderabad,IN,500080,124894-HYD,36,36,1111111
true,Ahmedabad,IN,124981-TDH8,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Satya Paul GF-17-Ahmedabad,240,240,240,240,60,60,60,60,60,60,16:00,16:00,16:00,16:00,12:00,12:00,00:00,00:00,12:00,12:00,240,240,240,240,120,120,60,60,120,120,380054,Ahmedabad,IN,380054,124981-TDH8,6,6,1111110
true,Noida,IN,125050-7037,17:00,17:00,17:15,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Spykar Callife Noida,180,180,180,180,60,60,300,300,60,60,15:00,15:00,00:00,00:00,12:00,12:00,00:00,00:00,12:00,12:00,300,300,180,300,120,120,300,300,120,120,201301,Thane,IN,421302,125050-SPYKDLRT,13,24,1111100
false,Nashik,IN,125050-8073,17:00,17:00,15:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Spykar Nath Enterprises Sangamner,300,300,420,300,60,60,300,300,60,60,00:00,00:00,12:00,12:00,12:00,12:00,00:00,00:00,12:00,12:00,300,300,900,300,120,120,300,300,120,120,422605,Thane,IN,421302,125050-SPYKDLRT,13,13,1111100
false,Pune,IN,125050-9348,17:00,17:00,17:15,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Spykar Mahavir Magnum Mall,300,300,420,300,60,60,300,300,60,60,00:00,00:00,12:00,12:00,12:00,12:00,00:00,00:00,12:00,12:00,300,300,900,300,120,120,300,300,120,120,411001,Thane,IN,421302,125050-SPYKDLRT,13,13,1111110
false,Bijapur,IN,125050-9455,17:00,17:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,Spykar Arras Fashion Vijaypur,180,180,180,180,60,60,300,300,60,60,15:00,15:00,15:00,15:00,12:00,12:00,00:00,00:00,12:00,12:00,300,300,300,300,120,120,300,300,120,120,586103,Thane,IN,421302,125050-SPYKDLRT,13,10,1111100
true,Bangalore,IN,125134-BAN01,15:00,21:00,17:00,17:00,15:00,15:00,17:00,17:00,15:00,15:00,STRIDES COMMERCE  Bangalore,60,60,60,60,60,60,180,180,60,60,13:00,13:00,12:00,12:00,12:00,12:00,11:00,11:00,12:00,12:00,60,60,300,300,120,120,720,720,120,120,560070,Bangalore,IN,560070,125134-BAN01,10,10,1111100
